Initial total balance: 5000.00
Teller 1: Transaction 0 on Account 2, Amount 23.00
Teller 0: Transaction 50 on Account 1, Amount -14.00
Teller 0: Transaction 51 on Account 2, Amount 25.00
Teller 0: Transaction 52 on Account 0, Amount -89.00
Teller 1: Transaction 55 on Account 2, Amount -95.00
Teller 2: Transaction 58 on Account 4, Amount -12.00
Teller 3: Transaction 63 on Account 0, Amount -29.00
Teller 3: Transaction 64 on Account 2, Amount 58.00
Teller 0: Transaction 53 on Account 3, Amount 43.00
Teller 1: Transaction 56 on Account 1, Amount 28.00
Teller 1: Transaction 57 on Account 4, Amount 26.00
Teller 1: Transaction 58 on Account 2, Amount -45.00
Teller 1: Transaction 59 on Account 2, Amount 71.00
Teller 1: Transaction 60 on Account 1, Amount 16.00
Teller 1: Transaction 61 on Account 2, Amount 98.00
Teller 1: Transaction 62 on Account 0, Amount 15.00
Teller 1: Transaction 63 on Account 2, Amount 75.00
Teller 1: Transaction 64 on Account 1, Amount -72.00
Teller 1: Transaction 65 on Account 0, Amount 89.00
Teller 2: Transaction 59 on Account 2, Amount 33.00
Teller 2: Transaction 60 on Account 4, Amount -71.00
Teller 2: Transaction 61 on Account 4, Amount -3.00
Teller 2: Transaction 62 on Account 1, Amount 54.00
Teller 2: Transaction 63 on Account 2, Amount 53.00
Teller 2: Transaction 64 on Account 2, Amount 28.00
Teller 1: Transaction 66 on Account 2, Amount 33.00
Teller 0: Transaction 54 on Account 1, Amount 96.00
Teller 3: Transaction 65 on Account 2, Amount 67.00
Teller 2: Transaction 65 on Account 1, Amount -79.00
Teller 1: Transaction 67 on Account 1, Amount -81.00
Teller 1: Transaction 68 on Account 2, Amount 42.00
Teller 1: Transaction 69 on Account 4, Amount -71.00
Teller 1: Transaction 70 on Account 0, Amount 45.00
Teller 1: Transaction 71 on Account 3, Amount -62.00
Teller 1: Transaction 72 on Account 2, Amount 17.00
Teller 1: Transaction 73 on Account 1, Amount -65.00
Teller 1: Transaction 74 on Account 4, Amount -14.00
Teller 0: Transaction 55 on Account 1, Amount 45.00
Teller 3: Transaction 66 on Account 4, Amount 19.00
Teller 3: Transaction 67 on Account 2, Amount -21.00
Teller 2: Transaction 66 on Account 2, Amount -74.00
Teller 1: Transaction 75 on Account 1, Amount -33.00
Teller 0: Transaction 56 on Account 4, Amount -38.00
Teller 3: Transaction 68 on Account 4, Amount -35.00
Teller 3: Transaction 69 on Account 4, Amount 32.00
Teller 3: Transaction 70 on Account 1, Amount 70.00
Teller 3: Transaction 71 on Account 4, Amount 68.00
Teller 0: Transaction 57 on Account 0, Amount 15.00
Teller 2: Transaction 67 on Account 2, Amount 43.00
Teller 1: Transaction 76 on Account 1, Amount -1.00
Teller 1: Transaction 77 on Account 4, Amount -67.00
Teller 3: Transaction 72 on Account 2, Amount 28.00
Teller 0: Transaction 58 on Account 2, Amount -79.00
Teller 3: Transaction 73 on Account 4, Amount -12.00
Teller 0: Transaction 59 on Account 2, Amount -82.00
Teller 1: Transaction 78 on Account 3, Amount 51.00
Teller 3: Transaction 74 on Account 2, Amount 69.00
Teller 2: Transaction 68 on Account 0, Amount 100.00
Teller 3: Transaction 75 on Account 3, Amount -21.00
Teller 2: Transaction 69 on Account 3, Amount -65.00
Teller 0: Transaction 60 on Account 4, Amount 99.00
Teller 1: Transaction 79 on Account 2, Amount -3.00
Teller 0: Transaction 61 on Account 0, Amount 80.00
Teller 2: Transaction 70 on Account 2, Amount -18.00
Teller 0: Transaction 62 on Account 3, Amount 98.00
Teller 1: Transaction 80 on Account 3, Amount -97.00
Teller 3: Transaction 76 on Account 4, Amount 26.00
Teller 1: Transaction 81 on Account 0, Amount 14.00
Teller 1: Transaction 82 on Account 0, Amount -34.00
Teller 2: Transaction 71 on Account 2, Amount -27.00
Teller 1: Transaction 83 on Account 0, Amount 90.00
Teller 3: Transaction 77 on Account 3, Amount 19.00
Teller 0: Transaction 63 on Account 2, Amount 28.00
Teller 2: Transaction 72 on Account 1, Amount 38.00
Teller 2: Transaction 73 on Account 4, Amount 51.00
Teller 2: Transaction 74 on Account 2, Amount -74.00
Teller 3: Transaction 78 on Account 0, Amount 73.00
Teller 1: Transaction 84 on Account 4, Amount 42.00
Teller 3: Transaction 79 on Account 0, Amount -21.00
Teller 3: Transaction 80 on Account 0, Amount 53.00
Teller 0: Transaction 64 on Account 1, Amount 49.00
Teller 2: Transaction 75 on Account 4, Amount 53.00
Teller 1: Transaction 85 on Account 2, Amount 24.00
Teller 2: Transaction 76 on Account 0, Amount -83.00
Teller 1: Transaction 86 on Account 4, Amount -14.00
Teller 3: Transaction 81 on Account 2, Amount -95.00
Teller 0: Transaction 65 on Account 0, Amount 75.00
Teller 3: Transaction 82 on Account 0, Amount 3.00
Teller 3: Transaction 83 on Account 2, Amount 63.00
Teller 3: Transaction 84 on Account 3, Amount -23.00
Teller 3: Transaction 85 on Account 3, Amount -81.00
Teller 3: Transaction 86 on Account 1, Amount 79.00
Teller 3: Transaction 87 on Account 0, Amount -40.00
Teller 3: Transaction 88 on Account 2, Amount -40.00
Teller 0: Transaction 66 on Account 4, Amount 100.00
Teller 0: Transaction 67 on Account 0, Amount -36.00
Teller 1: Transaction 87 on Account 0, Amount -89.00
Teller 0: Transaction 68 on Account 3, Amount 45.00
Teller 3: Transaction 89 on Account 2, Amount -57.00
Teller 1: Transaction 88 on Account 3, Amount -28.00
Teller 1: Transaction 89 on Account 1, Amount -48.00
Teller 1: Transaction 90 on Account 1, Amount -17.00
Teller 3: Transaction 90 on Account 2, Amount -56.00
Teller 3: Transaction 91 on Account 4, Amount 72.00
Teller 3: Transaction 92 on Account 1, Amount -10.00
Teller 3: Transaction 93 on Account 3, Amount -74.00
Teller 3: Transaction 94 on Account 4, Amount -3.00
Teller 0: Transaction 69 on Account 4, Amount 93.00
Teller 3: Transaction 95 on Account 1, Amount 34.00
Teller 3: Transaction 96 on Account 3, Amount -14.00
Teller 1: Transaction 91 on Account 4, Amount -99.00
Teller 1: Transaction 92 on Account 0, Amount -21.00
Teller 1: Transaction 93 on Account 3, Amount 55.00
Teller 2: Transaction 77 on Account 3, Amount 67.00
Teller 2: Transaction 78 on Account 0, Amount -44.00
Teller 2: Transaction 79 on Account 4, Amount 7.00
Teller 2: Transaction 80 on Account 2, Amount -37.00
Teller 2: Transaction 81 on Account 3, Amount 71.00
Teller 2: Transaction 82 on Account 2, Amount 46.00
Teller 2: Transaction 83 on Account 1, Amount 67.00
Teller 2: Transaction 84 on Account 0, Amount -20.00
Teller 2: Transaction 85 on Account 0, Amount 72.00
Teller 2: Transaction 86 on Account 1, Amount 37.00
Teller 2: Transaction 87 on Account 2, Amount -83.00
Teller 2: Transaction 88 on Account 1, Amount 11.00
Teller 2: Transaction 89 on Account 4, Amount 78.00
Teller 3: Transaction 97 on Account 0, Amount 63.00
Teller 3: Transaction 98 on Account 1, Amount 99.00
Teller 3: Transaction 99 on Account 3, Amount -7.00
Teller 2: Transaction 90 on Account 2, Amount 29.00
Teller 1: Transaction 94 on Account 1, Amount -77.00
Teller 2: Transaction 91 on Account 0, Amount -74.00
Teller 0: Transaction 70 on Account 0, Amount -85.00
Teller 2: Transaction 92 on Account 0, Amount -26.00
Teller 1: Transaction 95 on Account 4, Amount -13.00
Teller 0: Transaction 71 on Account 1, Amount 63.00
Teller 1: Transaction 96 on Account 4, Amount 83.00
Teller 2: Transaction 93 on Account 4, Amount 57.00
Teller 0: Transaction 72 on Account 0, Amount 67.00
Teller 1: Transaction 97 on Account 4, Amount 77.00
Teller 2: Transaction 94 on Account 2, Amount 71.00
Teller 0: Transaction 73 on Account 2, Amount -71.00
Teller 0: Transaction 74 on Account 0, Amount 85.00
Teller 1: Transaction 98 on Account 2, Amount -20.00
Teller 2: Transaction 95 on Account 4, Amount 4.00
Teller 2: Transaction 96 on Account 0, Amount -62.00
Teller 2: Transaction 97 on Account 4, Amount -40.00
Teller 1: Transaction 99 on Account 2, Amount 98.00
Teller 2: Transaction 98 on Account 4, Amount 62.00
Teller 2: Transaction 99 on Account 1, Amount 0.00
Teller 0: Transaction 75 on Account 2, Amount -80.00
Teller 0: Transaction 76 on Account 0, Amount 22.00
Teller 0: Transaction 77 on Account 0, Amount -19.00
Teller 0: Transaction 78 on Account 4, Amount -44.00
Teller 0: Transaction 79 on Account 0, Amount 37.00
Teller 0: Transaction 80 on Account 0, Amount 14.00
Teller 0: Transaction 81 on Account 3, Amount 17.00
Teller 0: Transaction 82 on Account 1, Amount 88.00
Teller 0: Transaction 83 on Account 4, Amount -38.00
Teller 0: Transaction 84 on Account 1, Amount -24.00
Teller 0: Transaction 85 on Account 0, Amount 17.00
Teller 0: Transaction 86 on Account 2, Amount -38.00
Teller 0: Transaction 87 on Account 2, Amount 87.00
Teller 0: Transaction 88 on Account 1, Amount 73.00
Teller 0: Transaction 89 on Account 2, Amount 68.00
Teller 0: Transaction 90 on Account 0, Amount -20.00
Teller 0: Transaction 91 on Account 0, Amount -64.00
Teller 0: Transaction 92 on Account 0, Amount 4.00
Teller 0: Transaction 93 on Account 3, Amount 25.00
Teller 0: Transaction 94 on Account 1, Amount 36.00
Teller 0: Transaction 95 on Account 3, Amount -52.00
Teller 0: Transaction 96 on Account 0, Amount 35.00
Teller 0: Transaction 97 on Account 3, Amount 43.00
Teller 0: Transaction 98 on Account 0, Amount -79.00
Teller 0: Transaction 99 on Account 4, Amount 83.00
Account 0: Final balance 490.00, Transactions 85
Account 1: Final balance 1697.00, Transactions 68
Account 2: Final balance 867.00, Transactions 82
Account 3: Final balance 285.00, Transactions 80
Account 4: Final balance 1674.00, Transactions 85
Final total balance: 5013.00
Total transactions: 400
